,month,gadm0,tmp
79,1996-08-01,ABW,27.04
80,1996-09-01,ABW,27.69
81,1996-10-01,ABW,27.15
82,1996-11-01,ABW,26.56
83,1996-12-01,ABW,25.97
84,1997-01-01,ABW,25.5
85,1997-02-01,ABW,25.4
86,1997-03-01,ABW,25.08
87,1997-04-01,ABW,25.63
88,1997-05-01,ABW,26.11
89,1997-06-01,ABW,26.98
90,1997-07-01,ABW,26.7
91,1997-08-01,ABW,26.95
92,1997-09-01,ABW,27.6
93,1997-10-01,ABW,27.68
94,1997-11-01,ABW,26.81
95,1997-12-01,ABW,26.52
96,1998-01-01,ABW,26.04
97,1998-02-01,ABW,26.01
98,1998-03-01,ABW,25.65
99,1998-04-01,ABW,26.67
100,1998-05-01,ABW,27.22
101,1998-06-01,ABW,27.5
102,1998-07-01,ABW,27.13
103,1998-08-01,ABW,28.19
104,1998-09-01,ABW,28.1
105,1998-10-01,ABW,27.65
106,1998-11-01,ABW,26.82
107,1998-12-01,ABW,25.89
108,1999-01-01,ABW,25.48
109,1999-02-01,ABW,25.11
110,1999-03-01,ABW,25.73
111,1999-04-01,ABW,26.09
112,1999-05-01,ABW,26.74
113,1999-06-01,ABW,27.12
114,1999-07-01,ABW,26.87
115,1999-08-01,ABW,27.61
116,1999-09-01,ABW,27.57
117,1999-10-01,ABW,27.45
118,1999-11-01,ABW,26.81
119,1999-12-01,ABW,25.91
120,2000-01-01,ABW,25.0
121,2000-02-01,ABW,25.1
122,2000-03-01,ABW,25.11
123,2000-04-01,ABW,25.74
124,2000-05-01,ABW,26.35
125,2000-06-01,ABW,26.57
126,2000-07-01,ABW,26.66
127,2000-08-01,ABW,27.36
128,2000-09-01,ABW,27.49
129,2000-10-01,ABW,27.44
130,2000-11-01,ABW,26.48
131,2000-12-01,ABW,26.25
132,2001-01-01,ABW,25.61
133,2001-02-01,ABW,25.05
134,2001-03-01,ABW,25.57
135,2001-04-01,ABW,25.84
136,2001-05-01,ABW,26.81
137,2001-06-01,ABW,26.56
138,2001-07-01,ABW,26.77
139,2001-08-01,ABW,27.33
140,2001-09-01,ABW,27.39
141,2001-10-01,ABW,27.34
142,2001-11-01,ABW,27.16
143,2001-12-01,ABW,26.47
144,2002-01-01,ABW,26.03
145,2002-02-01,ABW,25.52
146,2002-03-01,ABW,25.51
147,2002-04-01,ABW,26.17
148,2002-05-01,ABW,26.76
149,2002-06-01,ABW,27.12
150,2002-07-01,ABW,26.6
151,2002-08-01,ABW,27.38
152,2002-09-01,ABW,27.93
153,2002-10-01,ABW,27.57
154,2002-11-01,ABW,27.06
155,2002-12-01,ABW,26.25
156,2003-01-01,ABW,25.81
157,2003-02-01,ABW,25.83
158,2003-03-01,ABW,25.53
159,2003-04-01,ABW,26.62
160,2003-05-01,ABW,26.81
161,2003-06-01,ABW,26.86
162,2003-07-01,ABW,26.77
163,2003-08-01,ABW,27.47
164,2003-09-01,ABW,27.96
165,2003-10-01,ABW,27.86
166,2003-11-01,ABW,27.44
167,2003-12-01,ABW,26.51
168,2004-01-01,ABW,25.89
169,2004-02-01,ABW,25.91
170,2004-03-01,ABW,25.81
171,2004-04-01,ABW,26.52
172,2004-05-01,ABW,26.97
173,2004-06-01,ABW,27.02
174,2004-07-01,ABW,26.8
175,2004-08-01,ABW,27.38
176,2004-09-01,ABW,27.81
177,2004-10-01,ABW,27.49
178,2004-11-01,ABW,26.64
179,2004-12-01,ABW,26.23
180,2005-01-01,ABW,25.77
181,2005-02-01,ABW,25.89
182,2005-03-01,ABW,26.64
183,2005-04-01,ABW,26.94
184,2005-05-01,ABW,27.57
185,2005-06-01,ABW,28.06
186,2005-07-01,ABW,27.66
187,2005-08-01,ABW,27.87
188,2005-09-01,ABW,28.08
189,2005-10-01,ABW,27.75
190,2005-11-01,ABW,26.81
191,2005-12-01,ABW,26.23
192,2006-01-01,ABW,25.68
193,2006-02-01,ABW,25.65
194,2006-03-01,ABW,25.98
195,2006-04-01,ABW,26.47
196,2006-05-01,ABW,27.25
197,2006-06-01,ABW,27.35
198,2006-07-01,ABW,26.95
199,2006-08-01,ABW,27.53
200,2006-09-01,ABW,28.11
201,2006-10-01,ABW,27.7
202,2006-11-01,ABW,27.53
203,2006-12-01,ABW,26.69
204,2007-01-01,ABW,25.77
205,2007-02-01,ABW,25.76
206,2007-03-01,ABW,25.84
207,2007-04-01,ABW,26.2
208,2007-05-01,ABW,27.34
209,2007-06-01,ABW,27.46
210,2007-07-01,ABW,27.21
211,2007-08-01,ABW,27.61
212,2007-09-01,ABW,27.78
213,2007-10-01,ABW,27.28
214,2007-11-01,ABW,27.08
215,2007-12-01,ABW,25.99
216,2008-01-01,ABW,25.83
217,2008-02-01,ABW,25.45
218,2008-03-01,ABW,25.26
219,2008-04-01,ABW,25.72
220,2008-05-01,ABW,26.27
221,2008-06-01,ABW,26.7
222,2008-07-01,ABW,26.83
223,2008-08-01,ABW,27.5
224,2008-09-01,ABW,28.13
225,2008-10-01,ABW,27.12
226,2008-11-01,ABW,26.86
227,2008-12-01,ABW,26.04
228,2009-01-01,ABW,25.78
229,2009-02-01,ABW,25.45
230,2009-03-01,ABW,25.38
231,2009-04-01,ABW,25.95
232,2009-05-01,ABW,26.47
233,2009-06-01,ABW,26.93
234,2009-07-01,ABW,27.11
235,2009-08-01,ABW,27.22
236,2009-09-01,ABW,27.99
237,2009-10-01,ABW,27.88
238,2009-11-01,ABW,27.36
239,2009-12-01,ABW,26.69
240,2010-01-01,ABW,26.33
241,2010-02-01,ABW,25.9
242,2010-03-01,ABW,26.68
243,2010-04-01,ABW,26.94
244,2010-05-01,ABW,27.51
245,2010-06-01,ABW,27.79
246,2010-07-01,ABW,27.64
247,2010-08-01,ABW,28.25
248,2010-09-01,ABW,27.7
249,2010-10-01,ABW,27.58
250,2010-11-01,ABW,26.63
251,2010-12-01,ABW,26.07
252,2011-01-01,ABW,26.02
253,2011-02-01,ABW,25.59
254,2011-03-01,ABW,25.55
255,2011-04-01,ABW,25.93
256,2011-05-01,ABW,26.89
257,2011-06-01,ABW,27.54
258,2011-07-01,ABW,27.16
259,2011-08-01,ABW,27.83
260,2011-09-01,ABW,28.04
261,2011-10-01,ABW,27.21
262,2011-11-01,ABW,26.76
263,2011-12-01,ABW,26.18
264,2012-01-01,ABW,25.61
265,2012-02-01,ABW,25.48
266,2012-03-01,ABW,25.47
267,2012-04-01,ABW,26.04
268,2012-05-01,ABW,26.96
269,2012-06-01,ABW,27.01
270,2012-07-01,ABW,27.08
271,2012-08-01,ABW,27.8
272,2012-09-01,ABW,28.13
273,2012-10-01,ABW,27.4
274,2012-11-01,ABW,27.53
275,2012-12-01,ABW,26.83
276,2013-01-01,ABW,25.85
277,2013-02-01,ABW,25.82
278,2013-03-01,ABW,26.14
279,2013-04-01,ABW,26.25
280,2013-05-01,ABW,26.66
281,2013-06-01,ABW,26.94
282,2013-07-01,ABW,27.02
283,2013-08-01,ABW,27.45
284,2013-09-01,ABW,28.17
285,2013-10-01,ABW,27.82
286,2013-11-01,ABW,26.84
287,2013-12-01,ABW,26.33
288,2014-01-01,ABW,25.48
289,2014-02-01,ABW,25.38
290,2014-03-01,ABW,25.73
291,2014-04-01,ABW,26.1
292,2014-05-01,ABW,26.41
293,2014-06-01,ABW,26.76
294,2014-07-01,ABW,26.77
295,2014-08-01,ABW,27.34
296,2014-09-01,ABW,27.77
297,2014-10-01,ABW,27.64
298,2014-11-01,ABW,27.11
299,2014-12-01,ABW,26.74
300,2015-01-01,ABW,25.88
301,2015-02-01,ABW,26.04
302,2015-03-01,ABW,25.86
303,2015-04-01,ABW,26.18
304,2015-05-01,ABW,26.29
305,2015-06-01,ABW,26.53
306,2015-07-01,ABW,26.6
307,2015-08-01,ABW,27.36
308,2015-09-01,ABW,28.17
309,2015-10-01,ABW,27.86
310,2015-11-01,ABW,27.26
311,2015-12-01,ABW,26.77
312,2016-01-01,ABW,25.75
313,2016-02-01,ABW,25.85
314,2016-03-01,ABW,26.32
315,2016-04-01,ABW,26.65
316,2016-05-01,ABW,27.4
317,2016-06-01,ABW,27.36
318,2016-07-01,ABW,27.31
319,2016-08-01,ABW,27.81
320,2016-09-01,ABW,27.98
321,2016-10-01,ABW,27.84
322,2016-11-01,ABW,27.25
323,2016-12-01,ABW,26.68
324,2017-01-01,ABW,25.61
325,2017-02-01,ABW,25.9
326,2017-03-01,ABW,26.12
327,2017-04-01,ABW,26.65
328,2017-05-01,ABW,26.91
329,2017-06-01,ABW,27.0
330,2017-07-01,ABW,27.3
331,2017-08-01,ABW,27.68
332,2017-09-01,ABW,28.31
333,2017-10-01,ABW,27.94
334,2017-11-01,ABW,27.45
335,2017-12-01,ABW,26.56
336,1990-01-01,AFG,-0.51
337,1990-02-01,AFG,0.83
338,1990-03-01,AFG,5.41
339,1990-04-01,AFG,12.52
340,1990-05-01,AFG,20.5
341,1990-06-01,AFG,23.85
342,1990-07-01,AFG,25.0
343,1990-08-01,AFG,24.5
344,1990-09-01,AFG,20.25
345,1990-10-01,AFG,13.09
346,1990-11-01,AFG,8.61
347,1990-12-01,AFG,0.51
348,1991-01-01,AFG,-1.51
349,1991-02-01,AFG,-0.52
350,1991-03-01,AFG,5.57
351,1991-04-01,AFG,11.96
352,1991-05-01,AFG,17.13
353,1991-06-01,AFG,22.64
354,1991-07-01,AFG,24.66
355,1991-08-01,AFG,23.39
356,1991-09-01,AFG,18.77
357,1991-10-01,AFG,12.1
358,1991-11-01,AFG,6.95
359,1991-12-01,AFG,3.11
360,1992-01-01,AFG,-0.47
361,1992-02-01,AFG,0.53
362,1992-03-01,AFG,3.65
363,1992-04-01,AFG,11.24
364,1992-05-01,AFG,15.39
365,1992-06-01,AFG,22.52
366,1992-07-01,AFG,24.39
367,1992-08-01,AFG,22.26
368,1992-09-01,AFG,17.77
369,1992-10-01,AFG,12.31
370,1992-11-01,AFG,8.21
371,1992-12-01,AFG,3.11
372,1993-01-01,AFG,-3.11
373,1993-02-01,AFG,2.94
374,1993-03-01,AFG,4.3
375,1993-04-01,AFG,13.07
376,1993-05-01,AFG,18.69
377,1993-06-01,AFG,23.13
378,1993-07-01,AFG,24.41
379,1993-08-01,AFG,22.54
380,1993-09-01,AFG,19.67
381,1993-10-01,AFG,11.07
382,1993-11-01,AFG,7.27
383,1993-12-01,AFG,2.78
384,1994-01-01,AFG,0.22
385,1994-02-01,AFG,-0.85
386,1994-03-01,AFG,7.8
387,1994-04-01,AFG,11.05
388,1994-05-01,AFG,19.0
389,1994-06-01,AFG,23.97
390,1994-07-01,AFG,25.17
391,1994-08-01,AFG,24.82
392,1994-09-01,AFG,16.35
393,1994-10-01,AFG,11.79
394,1994-11-01,AFG,10.48
395,1994-12-01,AFG,0.66
396,1995-01-01,AFG,-0.24
397,1995-02-01,AFG,1.63
398,1995-03-01,AFG,4.65
399,1995-04-01,AFG,12.61
400,1995-05-01,AFG,18.1
401,1995-06-01,AFG,23.24
402,1995-07-01,AFG,26.01
403,1995-08-01,AFG,24.52
404,1995-09-01,AFG,18.99
405,1995-10-01,AFG,12.87
406,1995-11-01,AFG,8.25
407,1995-12-01,AFG,-0.64
408,1996-01-01,AFG,-2.82
409,1996-02-01,AFG,1.98
410,1996-03-01,AFG,6.33
411,1996-04-01,AFG,12.87
412,1996-05-01,AFG,17.1
413,1996-06-01,AFG,23.28
414,1996-07-01,AFG,24.64
415,1996-08-01,AFG,23.1
416,1996-09-01,AFG,20.79
417,1996-10-01,AFG,12.47
418,1996-11-01,AFG,4.28
419,1996-12-01,AFG,2.4
420,1997-01-01,AFG,0.31
421,1997-02-01,AFG,-0.56
422,1997-03-01,AFG,5.53
423,1997-04-01,AFG,12.22
424,1997-05-01,AFG,16.92
425,1997-06-01,AFG,23.4
426,1997-07-01,AFG,26.14
427,1997-08-01,AFG,23.91
428,1997-09-01,AFG,19.68
429,1997-10-01,AFG,14.15
430,1997-11-01,AFG,5.99
431,1997-12-01,AFG,1.05
432,1998-01-01,AFG,-1.15
433,1998-02-01,AFG,0.14
434,1998-03-01,AFG,6.06
435,1998-04-01,AFG,14.72
436,1998-05-01,AFG,18.48
437,1998-06-01,AFG,22.02
438,1998-07-01,AFG,25.52
439,1998-08-01,AFG,24.25
440,1998-09-01,AFG,20.15
441,1998-10-01,AFG,13.64
442,1998-11-01,AFG,9.14
443,1998-12-01,AFG,6.52
444,1999-01-01,AFG,0.59
445,1999-02-01,AFG,4.09
446,1999-03-01,AFG,6.2
447,1999-04-01,AFG,13.22
448,1999-05-01,AFG,18.77
449,1999-06-01,AFG,23.93
450,1999-07-01,AFG,24.93
451,1999-08-01,AFG,24.44
452,1999-09-01,AFG,20.05
453,1999-10-01,AFG,14.44
454,1999-11-01,AFG,6.75
455,1999-12-01,AFG,3.37
456,2000-01-01,AFG,0.49
457,2000-02-01,AFG,-0.47
458,2000-03-01,AFG,6.18
459,2000-04-01,AFG,16.76
460,2000-05-01,AFG,22.81
461,2000-06-01,AFG,23.44
462,2000-07-01,AFG,24.75
463,2000-08-01,AFG,24.13
464,2000-09-01,AFG,20.17
465,2000-10-01,AFG,13.84
466,2000-11-01,AFG,5.68
467,2000-12-01,AFG,2.87
468,2001-01-01,AFG,-1.07
469,2001-02-01,AFG,1.87
470,2001-03-01,AFG,8.26
471,2001-04-01,AFG,16.34
472,2001-05-01,AFG,22.85
473,2001-06-01,AFG,25.05
474,2001-07-01,AFG,25.56
475,2001-08-01,AFG,23.93
476,2001-09-01,AFG,19.34
477,2001-10-01,AFG,14.73
478,2001-11-01,AFG,8.94
479,2001-12-01,AFG,4.4
480,2002-01-01,AFG,1.31
481,2002-02-01,AFG,2.33
482,2002-03-01,AFG,9.33
483,2002-04-01,AFG,14.75
484,2002-05-01,AFG,19.89
485,2002-06-01,AFG,23.97
486,2002-07-01,AFG,24.84
487,2002-08-01,AFG,24.9
488,2002-09-01,AFG,19.28
489,2002-10-01,AFG,15.52
490,2002-11-01,AFG,8.41
491,2002-12-01,AFG,0.7
492,2003-01-01,AFG,2.27
493,2003-02-01,AFG,2.94
494,2003-03-01,AFG,6.86
495,2003-04-01,AFG,14.07
496,2003-05-01,AFG,16.74
497,2003-06-01,AFG,23.1
498,2003-07-01,AFG,26.38
499,2003-08-01,AFG,24.2
500,2003-09-01,AFG,19.58
501,2003-10-01,AFG,14.85
502,2003-11-01,AFG,5.9
503,2003-12-01,AFG,1.52
504,2004-01-01,AFG,2.24
505,2004-02-01,AFG,4.24
506,2004-03-01,AFG,10.73
507,2004-04-01,AFG,14.72
508,2004-05-01,AFG,20.33
509,2004-06-01,AFG,23.74
510,2004-07-01,AFG,24.41
511,2004-08-01,AFG,23.59
512,2004-09-01,AFG,19.62
513,2004-10-01,AFG,11.97
514,2004-11-01,AFG,9.82
515,2004-12-01,AFG,2.35
516,2005-01-01,AFG,-1.57
517,2005-02-01,AFG,-0.59
518,2005-03-01,AFG,8.54
519,2005-04-01,AFG,12.81
520,2005-05-01,AFG,16.79
521,2005-06-01,AFG,23.62
522,2005-07-01,AFG,25.71
523,2005-08-01,AFG,23.8
524,2005-09-01,AFG,21.1
525,2005-10-01,AFG,14.4
526,2005-11-01,AFG,6.82
527,2005-12-01,AFG,3.36
528,2006-01-01,AFG,-1.59
529,2006-02-01,AFG,6.57
530,2006-03-01,AFG,8.93
531,2006-04-01,AFG,14.61
532,2006-05-01,AFG,22.45
533,2006-06-01,AFG,24.11
534,2006-07-01,AFG,26.13
535,2006-08-01,AFG,24.71
536,2006-09-01,AFG,19.55
537,2006-10-01,AFG,16.91
538,2006-11-01,AFG,7.9
539,2006-12-01,AFG,-0.46
540,2007-01-01,AFG,-0.64
541,2007-02-01,AFG,3.22
542,2007-03-01,AFG,6.44
543,2007-04-01,AFG,16.57
544,2007-05-01,AFG,19.99
545,2007-06-01,AFG,24.56
546,2007-07-01,AFG,25.49
547,2007-08-01,AFG,23.99
548,2007-09-01,AFG,19.55
549,2007-10-01,AFG,11.59
550,2007-11-01,AFG,9.69
551,2007-12-01,AFG,0.56
552,2008-01-01,AFG,-6.3
553,2008-02-01,AFG,-1.38
554,2008-03-01,AFG,11.27
555,2008-04-01,AFG,15.0
556,2008-05-01,AFG,21.3
557,2008-06-01,AFG,25.94
558,2008-07-01,AFG,26.53
559,2008-08-01,AFG,24.44
560,2008-09-01,AFG,20.11
561,2008-10-01,AFG,14.92
562,2008-11-01,AFG,7.17
563,2008-12-01,AFG,2.45
564,2009-01-01,AFG,0.58
565,2009-02-01,AFG,3.58
566,2009-03-01,AFG,9.44
567,2009-04-01,AFG,11.65
568,2009-05-01,AFG,19.25
569,2009-06-01,AFG,21.41
570,2009-07-01,AFG,25.38
571,2009-08-01,AFG,24.92
572,2009-09-01,AFG,20.29
573,2009-10-01,AFG,12.73
574,2009-11-01,AFG,7.05
575,2009-12-01,AFG,1.73
576,2010-01-01,AFG,2.82
577,2010-02-01,AFG,2.71
578,2010-03-01,AFG,10.69
579,2010-04-01,AFG,15.9
580,2010-05-01,AFG,19.95
581,2010-06-01,AFG,23.75
582,2010-07-01,AFG,25.58
583,2010-08-01,AFG,24.04
584,2010-09-01,AFG,19.12
585,2010-10-01,AFG,15.96
586,2010-11-01,AFG,7.9
587,2010-12-01,AFG,2.66
588,2011-01-01,AFG,0.62
589,2011-02-01,AFG,1.2
590,2011-03-01,AFG,7.13
591,2011-04-01,AFG,14.79
592,2011-05-01,AFG,22.1
593,2011-06-01,AFG,25.63
594,2011-07-01,AFG,25.84
595,2011-08-01,AFG,25.71
596,2011-09-01,AFG,20.56
597,2011-10-01,AFG,14.34
598,2011-11-01,AFG,7.31
599,2011-12-01,AFG,0.24
600,2012-01-01,AFG,-1.85
601,2012-02-01,AFG,-2.23
602,2012-03-01,AFG,5.66
603,2012-04-01,AFG,14.31
604,2012-05-01,AFG,18.82
605,2012-06-01,AFG,23.28
606,2012-07-01,AFG,26.18
607,2012-08-01,AFG,24.91
608,2012-09-01,AFG,19.14
609,2012-10-01,AFG,13.45
610,2012-11-01,AFG,7.26
611,2012-12-01,AFG,0.38
612,2013-01-01,AFG,-0.59
613,2013-02-01,AFG,3.02
614,2013-03-01,AFG,8.74
615,2013-04-01,AFG,12.93
616,2013-05-01,AFG,19.41
617,2013-06-01,AFG,25.0
618,2013-07-01,AFG,26.15
619,2013-08-01,AFG,24.34
620,2013-09-01,AFG,21.32
621,2013-10-01,AFG,14.57
622,2013-11-01,AFG,7.28
623,2013-12-01,AFG,1.08
624,2014-01-01,AFG,0.88
625,2014-02-01,AFG,-2.09
626,2014-03-01,AFG,6.73
627,2014-04-01,AFG,13.5
628,2014-05-01,AFG,18.98
629,2014-06-01,AFG,24.5
630,2014-07-01,AFG,25.9
631,2014-08-01,AFG,24.32
632,2014-09-01,AFG,21.48
633,2014-10-01,AFG,14.23
634,2014-11-01,AFG,6.38
635,2014-12-01,AFG,2.48
636,2015-01-01,AFG,1.84
637,2015-02-01,AFG,4.29
638,2015-03-01,AFG,6.7
639,2015-04-01,AFG,14.8
640,2015-05-01,AFG,20.1
641,2015-06-01,AFG,24.66
642,2015-07-01,AFG,26.61
643,2015-08-01,AFG,24.2
644,2015-09-01,AFG,18.97
645,2015-10-01,AFG,15.12
646,2015-11-01,AFG,6.71
647,2015-12-01,AFG,1.75
648,2016-01-01,AFG,2.48
649,2016-02-01,AFG,3.97
650,2016-03-01,AFG,9.76
651,2016-04-01,AFG,13.9
652,2016-05-01,AFG,21.52
653,2016-06-01,AFG,24.89
654,2016-07-01,AFG,26.41
655,2016-08-01,AFG,23.99
656,2016-09-01,AFG,22.11
657,2016-10-01,AFG,14.01
658,2016-11-01,AFG,6.63
659,2016-12-01,AFG,5.34
660,2017-01-01,AFG,0.64
661,2017-02-01,AFG,1.55
662,2017-03-01,AFG,8.07
663,2017-04-01,AFG,14.86
664,2017-05-01,AFG,22.16
665,2017-06-01,AFG,25.84
666,2017-07-01,AFG,26.94
667,2017-08-01,AFG,24.48
668,2017-09-01,AFG,20.7
669,2017-10-01,AFG,15.47
670,2017-11-01,AFG,8.66
671,2017-12-01,AFG,2.92
672,1990-01-01,AGO,22.61
673,1990-02-01,AGO,22.96
674,1990-03-01,AGO,22.7
675,1990-04-01,AGO,22.22
676,1990-05-01,AGO,21.89
677,1990-06-01,AGO,20.54
678,1990-07-01,AGO,20.0
679,1990-08-01,AGO,21.22
680,1990-09-01,AGO,23.35
681,1990-10-01,AGO,23.67
682,1990-11-01,AGO,23.78
683,1990-12-01,AGO,22.95
684,1991-01-01,AGO,22.89
685,1991-02-01,AGO,23.17
686,1991-03-01,AGO,22.89
687,1991-04-01,AGO,22.64
688,1991-05-01,AGO,22.08
689,1991-06-01,AGO,19.78
690,1991-07-01,AGO,19.85
691,1991-08-01,AGO,21.2
692,1991-09-01,AGO,23.16
693,1991-10-01,AGO,22.99
694,1991-11-01,AGO,22.18
695,1991-12-01,AGO,21.95
696,1992-01-01,AGO,22.35
697,1992-02-01,AGO,22.84
698,1992-03-01,AGO,23.07
699,1992-04-01,AGO,22.88
700,1992-05-01,AGO,21.79
701,1992-06-01,AGO,19.53
702,1992-07-01,AGO,18.81
703,1992-08-01,AGO,20.3
704,1992-09-01,AGO,22.82
705,1992-10-01,AGO,23.52
706,1992-11-01,AGO,23.06
707,1992-12-01,AGO,23.99
708,1993-01-01,AGO,23.17
709,1993-02-01,AGO,22.53
710,1993-03-01,AGO,22.32
711,1993-04-01,AGO,22.22
712,1993-05-01,AGO,22.0
713,1993-06-01,AGO,19.74
714,1993-07-01,AGO,19.83
715,1993-08-01,AGO,21.14
716,1993-09-01,AGO,23.01
717,1993-10-01,AGO,23.72
718,1993-11-01,AGO,23.4
719,1993-12-01,AGO,23.01
720,1994-01-01,AGO,22.6
721,1994-02-01,AGO,22.45
722,1994-03-01,AGO,23.19
723,1994-04-01,AGO,22.74
724,1994-05-01,AGO,21.82
725,1994-06-01,AGO,19.19
726,1994-07-01,AGO,18.73
727,1994-08-01,AGO,21.06
728,1994-09-01,AGO,23.44
729,1994-10-01,AGO,24.04
730,1994-11-01,AGO,23.16
731,1994-12-01,AGO,23.34
732,1995-01-01,AGO,24.03
733,1995-02-01,AGO,21.93
734,1995-03-01,AGO,22.61
735,1995-04-01,AGO,22.63
736,1995-05-01,AGO,22.04
737,1995-06-01,AGO,19.86
738,1995-07-01,AGO,19.64
739,1995-08-01,AGO,22.2
740,1995-09-01,AGO,23.57
741,1995-10-01,AGO,24.37
742,1995-11-01,AGO,23.66
743,1995-12-01,AGO,23.49
744,1996-01-01,AGO,22.58
745,1996-02-01,AGO,23.1
746,1996-03-01,AGO,22.74
747,1996-04-01,AGO,23.43
748,1996-05-01,AGO,22.39
749,1996-06-01,AGO,19.96
750,1996-07-01,AGO,19.16
751,1996-08-01,AGO,21.59
752,1996-09-01,AGO,23.38
753,1996-10-01,AGO,24.6
754,1996-11-01,AGO,23.35
755,1996-12-01,AGO,23.19
756,1997-01-01,AGO,22.73
757,1997-02-01,AGO,22.13
758,1997-03-01,AGO,22.53
759,1997-04-01,AGO,22.16
760,1997-05-01,AGO,21.14
761,1997-06-01,AGO,20.5
762,1997-07-01,AGO,19.86
763,1997-08-01,AGO,21.81
764,1997-09-01,AGO,23.85
765,1997-10-01,AGO,24.18
766,1997-11-01,AGO,23.52
767,1997-12-01,AGO,23.24
768,1998-01-01,AGO,23.23
769,1998-02-01,AGO,24.16
770,1998-03-01,AGO,23.69
771,1998-04-01,AGO,23.69
772,1998-05-01,AGO,22.62
773,1998-06-01,AGO,20.67
774,1998-07-01,AGO,20.61
775,1998-08-01,AGO,21.88
776,1998-09-01,AGO,23.97
777,1998-10-01,AGO,24.89
778,1998-11-01,AGO,23.47
779,1998-12-01,AGO,22.8
780,1999-01-01,AGO,22.68
781,1999-02-01,AGO,22.95
782,1999-03-01,AGO,22.43
783,1999-04-01,AGO,22.25
784,1999-05-01,AGO,21.89
785,1999-06-01,AGO,20.27
786,1999-07-01,AGO,19.8
787,1999-08-01,AGO,21.51
788,1999-09-01,AGO,22.99
789,1999-10-01,AGO,23.59
790,1999-11-01,AGO,23.18
791,1999-12-01,AGO,22.01
792,2000-01-01,AGO,21.94
793,2000-02-01,AGO,22.46
794,2000-03-01,AGO,22.3
795,2000-04-01,AGO,22.05
796,2000-05-01,AGO,21.62
797,2000-06-01,AGO,19.96
798,2000-07-01,AGO,19.38
799,2000-08-01,AGO,21.13
800,2000-09-01,AGO,23.42
801,2000-10-01,AGO,24.24
802,2000-11-01,AGO,23.84
803,2000-12-01,AGO,22.91
804,2001-01-01,AGO,23.07
805,2001-02-01,AGO,22.19
806,2001-03-01,AGO,21.94
807,2001-04-01,AGO,21.95
808,2001-05-01,AGO,21.3
809,2001-06-01,AGO,19.88
810,2001-07-01,AGO,19.1
811,2001-08-01,AGO,21.42
812,2001-09-01,AGO,23.27
813,2001-10-01,AGO,24.42
814,2001-11-01,AGO,23.2
815,2001-12-01,AGO,23.77
816,2002-01-01,AGO,23.01
817,2002-02-01,AGO,22.74
818,2002-03-01,AGO,22.59
819,2002-04-01,AGO,22.65
